"Total Transactions","Tổng giao dịch",""
"Average Transaction","Giao dịch trung bình",""
"Shift Summary","Tóm tắt ca làm việc",""
"View Full Report","Xem báo cáo đầy đủ",""
"Print Report","In báo cáo",""
"Export Data","Xuất dữ liệu",""
"Quick Actions","Hành động nhanh",""
"New Sale","Bán hàng mới",""
"Returns","Hoàn trả",""
"Recent Activity","Hoạt động gần đây",""
"No recent activity","Không có hoạt động gần đây",""
"Show All Activity","Hiển thị tất cả hoạt động",""
"Keyboard Shortcuts","Phím tắt",""
"Press F1 for help","Nhấn F1 để được trợ giúp",""
"Press Enter to search","Nhấn Enter để tìm kiếm",""
"Press Esc to close","Nhấn Esc để đóng",""
"Scanning...","Đang quét...",""
"Scan Complete","Quét hoàn tất",""
"Scan Failed","Quét thất bại",""
"Invalid Barcode","Mã vạch không hợp lệ",""
"Item Scanned","Sản phẩm được quét",""
"Multiple Results","Nhiều kết quả",""
"Select Item","Chọn sản phẩm",""
"Enter Quantity","Nhập số lượng",""
"Set Price","Đặt giá",""
"Custom Price","Giá tùy chỉnh",""
"Original Price","Giá gốc",""
"New Price","Giá mới",""
"Price Changed","Giá đã thay đổi",""
"Discount Applied","Giảm giá được áp dụng",""
"Offer Applied","Ưu đãi được áp dụng",""
"Coupon Applied","Phiếu giảm giá được áp dụng",""
"Free Items Added","Sản phẩm miễn phí được thêm",""
"Bundle Items","Sản phẩm gói",""
"View Bundle","Xem gói",""
"Expand Bundle","Mở rộng gói",""
"Collapse Bundle","Thu gọn gói",""
"Stock Warning","Cảnh báo hàng",""
"Low Stock Warning","Cảnh báo hàng sắp hết",""
"Only {0} left in stock","Còn lại {0} trong kho",""
"Continue Anyway","Tiếp tục dù sao",""
"Check Other Warehouses","Kiểm tra kho khác",""
"Transfer Stock","Chuyển hàng",""
"Reserve Stock","Giữ hàng",""
"Stock Reserved","Hàng đã giữ",""
"Reservation Expired","Giữ hàng hết hạn",""
"Extend Reservation","Kéo dài giữ hàng",""
"Release Reservation","Hủy giữ hàng",""
"Customer Account","Tài khoản khách hàng",""
"Credit Limit","Giới hạn tín dụng",""
"Available Credit","Tín dụng khả dụng",""
"Credit Used","Tín dụng đã sử dụng",""
"Credit Exceeded","Vượt quá giới hạn tín dụng",""
"Requires Approval","Cần phê duyệt",""
"Request Approval","Yêu cầu phê duyệt",""
"Approval Pending","Phê duyệt đang chờ",""
"Approved","Đã phê duyệt",""
"Rejected","Bị từ chối",""
"Loyalty Points","Điểm thưởng",""
"Points Balance","Số dư điểm",""
"Redeem Points","Đổi điểm",""
"Points to Redeem","Điểm để đổi",""
"Points Value","Giá trị điểm",""
"Points Earned","Điểm kiếm được",""
"Points Redeemed","Điểm đã đổi",""
"Split Payment","Chia thanh toán",""
"Add Split","Thêm chia",""
"Remove Split","Xóa chia",""
"Split Amount","Số tiền chia",""
"Remaining to Pay","Còn lại để thanh toán",""
"Payment Complete","Thanh toán hoàn tất",""
"Print Options","Tùy chọn in",""
"Print Preview","Xem trước khi in",""
"Printer Settings","Cài đặt máy in",""
"Select Printer","Chọn máy in",""
"Default Printer","Máy in mặc định",""
"Paper Size","Kích thước giấy",""
"Print Copies","Số bản in",""
"Include Logo","Bao gồm logo",""
"Include QR Code","Bao gồm mã QR",""
"Include Barcode","Bao gồm mã vạch",""
"Compact Mode","Chế độ nhỏ gọn",""
"Full Mode","Chế độ đầy đủ",""
"Email Receipt","Gửi biên lai qua email",""
"SMS Receipt","Gửi biên lai qua SMS",""
"WhatsApp Receipt","Gửi biên lai qua WhatsApp",""
"Receipt Sent","Biên lai đã gửi",""
"Failed to Send","Gửi thất bại",""
"Retry","Thử lại",""
"Skip","Bỏ qua",""
"Done","Xong",""
"Finish","Hoàn tất",""
"Complete Sale","Hoàn thành bán hàng",""
"New Transaction","Giao dịch mới",""
"Continue Shopping","Tiếp tục mua sắm",""
"Start New Sale","Bắt đầu bán hàng mới",""
"View Receipt","Xem biên lai",""
"Download Receipt","Tải xuống biên lai",""
"Share Receipt","Chia sẻ biên lai",""
"Copy Link","Sao chép liên kết",""
"Link Copied","Đã sao chép liên kết",""
"Invoice loaded to cart for editing","Hóa đơn được tải vào giỏ để chỉnh sửa",""
"Campaign","Chiến dịch",""
"Referral Code","Mã giới thiệu",""
"Times Used","Số lần sử dụng",""
"Maximum Use","Sử dụng tối đa",""
"Are you sure you want to delete <strong>\"{0}\"<strong>?","Bạn có chắc chắn muốn xóa <strong>\"{0}\"<strong>?",""
"Return Reason <span class=\"text-gray-400\">(optional)</span>","Lý do hoàn trả <span class=\"text-gray-400\">(tùy chọn)</span>",""
"Return Reason &lt;span class=&quot;text-gray-400&quot;&gt;(optional)&lt;/span&gt;","Lý do hoàn trả <span class=\"text-gray-400\">(tùy chọn)</span>",""
"<strong>Note:<strong> When enabled, the system will allow sales even when stock quantity is zero or negative. This is useful for handling stock sync delays or backorders. All transactions are tracked in the stock ledger.","<strong>Lưu ý:<strong> Khi bật, hệ thống sẽ cho phép bán ngay cả khi số lượng hàng bằng 0 hoặc âm. Điều này hữu ích để xử lý độ trễ đồng bộ hàng hoặc đơn đặt hàng có sẵn. Tất cả giao dịch được theo dõi trong sổ cái hàng.",""
"<strong>Status:<strong> Running","<strong>Trạng thái:<strong> Đang chạy",""
"<strong>Status:<strong> Stopped","<strong>Trạng thái:<strong> Dừng",""
"<strong>Items Tracked:<strong> {0}","<strong>Sản phẩm được theo dõi:<strong> {0}",""
"<strong>Warehouse:<strong> {0}","<strong>Kho:<strong> {0}",""
"<strong>Last Sync:<strong> {0}","<strong>Đồng bộ cuối cùng:<strong> {0}",""
"<strong>Last Sync:<strong> Never","<strong>Đồng bộ cuối cùng:<strong> Không bao giờ",""
"Cart subtotal BEFORE tax - used for discount calculations","Tổng phụ của giỏ TRƯỚC thuế - được sử dụng để tính giảm giá",""
"Draft invoice deleted","Hóa đơn bản nháp đã bị xóa",""
"Failed to delete draft invoice","Không thể xóa hóa đơn bản nháp",""
"Search sales person...","Tìm kiếm nhân viên bán hàng...",""
"Item Group","Nhóm sản phẩm",""
"Mobile","Di động",""
"Clear Cache?","Xóa bộ nhớ đệm?",""
"Clearing Cache...","Đang xóa bộ nhớ đệm...",""
"Please wait while we clear your cached data","Vui lòng đợi khi chúng tôi xóa dữ liệu được lưu trong bộ nhớ đệm",""
"<strong>Company:<strong>","<strong>Công ty:<strong>",""
"<strong>Opened:</strong> {0}","<strong>Mở vào:</strong> {0}",""
"<strong>Opened:<strong>","<strong>Mở vào:<strong>",""
"<strong>POS Profile:</strong> {0}","<strong>Hồ sơ POS:</strong> {0}",""
"<strong>POS Profile:<strong> {0}","<strong>Hồ sơ POS:<strong> {0}",""
"(FREE)","(MIỄN PHÍ)",""
"Are you sure you want to sign out of POS Next?","Bạn có chắc chắn muốn đăng xuất khỏi POS Next?",""
"At least {0} items required","Cần ít nhất {0} sản phẩm",""
"Create new customer: {0}","Tạo khách hàng mới: {0}",""
"Creating return for invoice {0}","Đang tạo hoàn trả cho hóa đơn {0}",""
"Enter actual amount for {0}","Nhập số tiền thực tế cho {0}",""
"Exception: {0}","Ngoại lệ: {0}",""
"Expected: <span class=""font-medium"">{0}</span>","Dự kiến: <span class=""font-medium"">{0}</span>",""
"From {0}","Từ {0}",""
"Invoice - {0}","Hóa đơn - {0}",""
"Invoice ID: {0}","ID hóa đơn: {0}",""
"Invoice {0} created and sent to printer","Hóa đơn {0} được tạo và gửi đến máy in",""
"Invoice {0} created but print failed","Hóa đơn {0} được tạo nhưng in thất bại",""
"Invoice {0} created successfully","Hóa đơn {0} được tạo thành công",""
"Invoice {0} created successfully!","Hóa đơn {0} được tạo thành công!",""
"Item: {0}","Sản phẩm: {0}",""
"Maximum cart value exceeded ({0})","Vượt quá giá trị giỏ tối đa ({0})",""
"Maximum {0} items allowed for this offer","Tối đa {0} sản phẩm được phép cho ưu đãi này",""
"Message: {0}","Tin nhắn: {0}",""
"Minimum cart value of {0} required","Giá trị giỏ tối thiểu {0} được yêu cầu",""
"No pending invoices to sync","Không có hóa đơn đang chờ để đồng bộ",""
"Opening Balance (Optional)","Số dư ban đầu (Tùy chọn)",""
"Over {0}","Dư {0}",""
"POS Profile: {0}","Hồ sơ POS: {0}",""
"Promotion saved successfully","Khuyến mại được lưu thành công",""
"Remove all {0} items from cart?","Xóa tất cả {0} sản phẩm khỏi giỏ?",""
"Return invoice {0} created successfully","Hóa đơn hoàn trả {0} được tạo thành công",""
"Search by email: {0}","Tìm kiếm theo email: {0}",""
"Search by phone: {0}","Tìm kiếm theo điện thoại: {0}",""
"Shift Open","Mở ca làm việc",""
"Short {0}","Thiếu {0}",""
"Sign in","Đăng nhập",""
"Sign out","Đăng xuất",""
"Signing out...","Đang đăng xuất...",""
"Status: {0}","Trạng thái: {0}",""
"Switched to {0}. Stock quantities refreshed.","Đã chuyển sang {0}. Số lượng hàng đã làm mới.",""
"Technical: {0}","Kỹ thuật: {0}",""
"Timestamp: {0}","Dấu thời gian: {0}",""
"Title: {0}","Tiêu đề: {0}",""
"Total: {0}","Tổng: {0}",""
"Type: {0}","Loại: {0}",""
"Unit changed to {0}","Đơn vị đã thay đổi thành {0}",""
"Until {0}","Cho đến {0}",""
"User: {0}","Người dùng: {0}",""
"View cart with {0} items","Xem giỏ hàng với {0} sản phẩm",""
"Warehouse updated but failed to reload stock. Please refresh manually.","Kho được cập nhật nhưng không thể tải lại hàng. Vui lòng làm mới thủ công.",""
"Welcome to POS Next!","Chào mừng đến POS Next!",""
"You have an open shift. Would you like to resume it or close it and open a new one?","Bạn có ca làm việc đang mở. Bạn muốn tiếp tục hay đóng nó và mở cái mới?",""
"Your cart doesn't meet the requirements for this offer.","Giỏ của bạn không đáp ứng yêu cầu cho ưu đãi này.",""
"{0} ({1}) added to cart","{0} ({1}) được thêm vào giỏ",""
"{0} added to cart","{0} được thêm vào giỏ",""
"{0} applied successfully","Đã áp dụng {0} thành công",""
"{0} created and selected","Đã tạo và chọn {0}",""
"{0} invoice(s) failed to sync","Không thể đồng bộ {0} hóa đơn",""
"{0} invoice(s) synced successfully","Đã đồng bộ {0} hóa đơn thành công",""
"{0} invoices","{0} hóa đơn",""
"{0} selected","Đã chọn {0}",""
"{0} settings applied immediately","Cài đặt {0} được áp dụng ngay",""
"{0} transactions • {1}","{0} giao dịch • {1}",""
"{0} updated successfully","Cập nhật {0} thành công",""
"{0}h {1}m","{0}h {1}p",""
"{0}m","{0}p",""
"✓ Connection successful: {0}","✓ Kết nối thành công: {0}",""
"✗ Connection failed: {0}","✗ Kết nối thất bại: {0}",""
"Manage all your invoices in one place","Quản lý tất cả hóa đơn của bạn ở một nơi",""
"All ({0})","Tất cả ({0})",""
"Promotions","Các khuyến mại",""
"Search serial numbers...","Tìm kiếm số sê-ri...",""
"Loading serial numbers...","Đang tải số sê-ri...",""
"No serial numbers available","Không có số sê-ri",""
"No serial numbers match your search","Không có số sê-ri nào khớp với tìm kiếm",""
"Serial Numbers","Số sê-ri",""
"Cannot remove last serial","Không thể xóa sê-ri cuối cùng",""
"Remove serial","Xóa sê-ri",""
"Serial No:","Số sê-ri:",""
"Click to edit serials","Nhấp để chỉnh sửa sê-ri",""
"Edit serials","Chỉnh sửa sê-ri",""
"serials","sê-ri",""
"Stock Lookup","Tra cứu hàng",""
"Search for item availability across all warehouses","Tìm kiếm tính sẵn có của sản phẩm ở tất cả kho",""
"Search for items across warehouses","Tìm kiếm sản phẩm trên các kho",""
"Type to search items...","Gõ để tìm kiếm sản phẩm...",""
"Search by item name, code, or scan barcode","Tìm kiếm theo tên sản phẩm, mã hoặc quét mã vạch",""
"No items found for \"{0}\"","Không tìm thấy sản phẩm cho \"{0}\"",""
"Try a different search term","Thử một từ tìm kiếm khác",""
"Search Again","Tìm kiếm lại",""
"Search for an item","Tìm kiếm sản phẩm",""
"Start typing to see suggestions","Bắt đầu gõ để xem gợi ý",""
"Navigate","Điều hướng",""
"Enter","Enter",""
"Esc","Esc",""
"Total Available","Tổng có sẵn",""
"in 1 warehouse","ở 1 kho",""
"in {0} warehouses","ở {0} kho",""
"{0} reserved","{0} được giữ",""
"Actual Stock","Hàng thực tế",""
"This item is out of stock in all warehouses","Sản phẩm này hết hàng ở tất cả kho",""
"Failed to load warehouse availability","Không thể tải tính sẵn có của kho",""
"Close dialog","Đóng hộp thoại",""
"Clear search","Xóa tìm kiếm",""
"Click to view availability in other warehouses","Nhấp để xem tính sẵn có ở các kho khác",""
"Credit Sale Return","Hoàn trả bán chịu",""
"This invoice was paid on account (credit sale). The return will reverse the accounts receivable balance. No cash refund will be processed.","Hóa đơn này được thanh toán trên tài khoản (bán chịu). Hoàn trả sẽ đảo ngược số dư phải thu. Không có hoàn tiền mặt nào được xử lý.",""
"Customer Credit:","Tín dụng khách hàng:",""
"This return was against a Pay on Account invoice. The accounts receivable balance has been reversed. No cash refund was processed.","Hoàn trả này là lại hóa đơn thanh toán trên tài khoản. Số dư phải thu đã được đảo ngược. Không có hoàn tiền mặt nào được xử lý.",""
"Pay on Account","Thanh toán trên tài khoản",""
"This invoice was sold on credit. The customer owes the full amount.","Hóa đơn này được bán chịu. Khách hàng nợ toàn bộ số tiền.",""
"Partially Paid Invoice","Hóa đơn thanh toán một phần",""
"This invoice was partially paid. The refund will be split proportionally.","Hóa đơn này thanh toán một phần. Hoàn tiền sẽ được chia tỉ lệ.",""
"Cash Refund:","Hoàn tiền mặt:",""
"Credit Adjustment:","Điều chỉnh tín dụng:",""
"Refundable Amount:","Số tiền có thể hoàn lại:",""
"⚠️ Payment total must equal refundable amount","⚠️ Tổng thanh toán phải bằng số tiền có thể hoàn lại",""
"Return Value:","Giá trị hoàn trả:",""
